n,k,d
2.71959,-0.0114259,0.0005
2.15897,-0.0665408,0.0005
2.73874,-0.0951393,0.0005
2.13233,-0.0338053,0.0005
2.75108,-0.0385799,0.0005
2.71301,-0.0534958,0.0005
2.47479,-0.0950846,0.0005
2.17509,-0.0266592,0.0005
2.79745,-0.0452322,0.0005
2.95628,-0.0871634,0.0005
2.53762,-0.00816385,0.0005
2.09164,-0.0611056,0.0005
2.57603,-0.0592939,0.0005
2.48957,-0.0461218,0.0005
2.30402,-0.0550177,0.0005
2.24105,-0.0570583,0.0005
2.53347,-0.0706878,0.0005
2.62482,-0.0664943,0.0005
2.93358,-0.0668091,0.0005
2.33059,-0.0326262,0.0005
2.41635,-0.0480213,0.0005
2.8227,-0.0789331,0.0005
2.09284,-0.0161809,0.0005
2.54432,-0.0533756,0.0005
2.11361,-0.0502678,0.0005
2.82819,-0.0462494,0.0005
2.88545,-0.0466402,0.0005
2.50831,-0.0727755,0.0005
2.0595,-0.033974,0.0005
2.67227,-0.0712552,0.0005
2.17509,-0.0740955,0.0005
2.8007,-0.07169,0.0005
2.12742,-0.0759803,0.0005
2.46881,-0.0726469,0.0005
2.63152,-0.0853254,0.0005
2.15818,-0.0685363,0.0005
2.79141,-0.0126633,0.0005
2.61584,-0.0497638,0.0005
2.68109,-0.0349001,0.0005
2.12355,-0.0822112,0.0005
2.99875,-0.0644444,0.0005
2.2947,-0.0107673,0.0005
2.0435,-0.051555,0.0005
2.52153,-0.0217425,0.0005
2.43852,-0.0123255,0.0005
2.90072,-0.0596078,0.0005
2.0205,-0.0905667,0.0005
2.66281,-0.081239,0.0005
2.50553,-0.0463946,0.0005
2.34944,-0.0417639,0.0005
2.57223,-0.0212553,0.0005
2.63554,-0.0974616,0.0005
2.33489,-0.0773696,0.0005
2.14118,-0.0555363,0.0005
2.68758,-0.0275445,0.0005
2.00672,-0.0369762,0.0005
2.5925,-0.085424,0.0005
2.06688,-0.0622599,0.0005
2.4478,-0.0443112,0.0005
2.96252,-0.0797049,0.0005
2.20009,-0.0778537,0.0005
2.58685,-0.0731174,0.0005
2.95988,-0.00231741,0.0005
2.7755,-0.0784002,0.0005
2.52512,-0.0125242,0.0005
2.45284,-0.0141208,0.0005
2.9947,-0.0230688,0.0005
2.86802,-0.0497492,0.0005
2.11379,-0.0521038,0.0005
2.99715,-0.047088,0.0005
2.10742,-0.0791853,0.0005
2.07987,-0.00262802,0.0005
2.63197,-0.0225277,0.0005
2.88663,-0.0307367,0.0005
2.52359,-0.0503813,0.0005
2.98799,-0.0686238,0.0005
2.0441,-0.0849079,0.0005
2.75416,-0.0805329,0.0005
2.63273,-0.0968232,0.0005
2.00142,-0.0411737,0.0005
2.36983,-0.0503633,0.0005
2.16098,-0.0666496,0.0005
2.60629,-0.094871,0.0005
2.4191,-0.0158054,0.0005
2.64131,-0.0834427,0.0005
2.51307,-0.00368238,0.0005
2.62022,-0.0376785,0.0005
2.55539,-0.0589365,0.0005
2.10525,-0.00644316,0.0005
2.89277,-0.00076257,0.0005
2.05631,-0.0379131,0.0005
2.13073,-0.0595849,0.0005
2.34916,-0.0606072,0.0005
2.57492,-0.0104333,0.0005
2.78211,-0.0762035,0.0005
2.18737,-0.0935033,0.0005
2.45704,-0.0380127,0.0005
2.36272,-0.0842008,0.0005
2.70728,-0.0624069,0.0005
2.56867,-0.0786217,0.0005
2.4629,-0.079228,0.0005
2.06979,-0.0520119,0.0005
2.97748,-0.0158641,0.0005
2.09015,-0.0683256,0.0005
2.6461,-0.0955815,0.0005
2.1122,-0.00692441,0.0005
2.28107,-0.0675167,0.0005
2.09445,-0.0773994,0.0005
2.54861,-0.0471819,0.0005
2.96637,-0.028052,0.0005
2.81421,-0.0573767,0.0005
2.63361,-0.0041988,0.0005
2.45698,-0.0947123,0.0005
2.4404,-0.0679248,0.0005
2.08333,-0.0993964,0.0005
2.88136,-0.0605712,0.0005
2.69452,-0.0816203,0.0005
2.99355,-0.0673181,0.0005
2.98661,-0.0919461,0.0005
2.31337,-0.051753,0.0005
2.95668,-0.0874169,0.0005
2.05704,-0.0461391,0.0005
2.04958,-0.00527722,0.0005
2.77741,-0.0201835,0.0005
2.76347,-0.0941867,0.0005
2.63552,-0.0750901,0.0005
2.90911,-0.0092847,0.0005
2.74078,-0.0580805,0.0005
2.67699,-0.030108,0.0005
2.62882,-0.0847985,0.0005
2.1619,-0.0506712,0.0005
2.55309,-0.0316542,0.0005
2.88112,-0.0928962,0.0005
2.69039,-0.017444,0.0005
2.3524,-0.0172952,0.0005
2.91885,-0.0825432,0.0005
2.03951,-0.0783507,0.0005
2.32829,-0.0704935,0.0005
2.64573,-0.0598859,0.0005
2.54871,-0.0174772,0.0005
2.61757,-0.0250215,0.0005
2.30675,-0.0148637,0.0005
2.34539,-0.0717329,0.0005
2.32263,-0.0936281,0.0005
2.68476,-0.0853234,0.0005
2.28203,-0.0520482,0.0005
2.95956,-0.00670896,0.0005
2.92895,-0.0761325,0.0005
2.72606,-0.0746878,0.0005
2.97964,-0.0777203,0.0005
2.50989,-0.0878045,0.0005
2.06363,-0.0814545,0.0005
2.5207,-0.00782503,0.0005
2.83753,-0.0244224,0.0005
2.0163,-0.0772153,0.0005
2.48135,-0.0474414,0.0005
2.85687,-0.0941433,0.0005
2.21282,-0.0222581,0.0005
2.69528,-0.0465673,0.0005
2.75423,-0.0312863,0.0005
2.30234,-0.0522323,0.0005
2.57407,-0.00650616,0.0005
2.81355,-0.0601254,0.0005
2.95103,-0.0681929,0.0005
2.37274,-0.0857567,0.0005
2.76232,-0.0881279,0.0005
2.94529,-0.0451218,0.0005
2.82225,-0.0733868,0.0005
2.8642,-0.099649,0.0005
2.97957,-0.0396926,0.0005
2.50435,-0.0542144,0.0005
2.9927,-0.0552954,0.0005
2.86873,-0.0358398,0.0005
2.87257,-0.0420832,0.0005
2.23429,-0.0174185,0.0005
2.71079,-0.0850681,0.0005
2.65967,-0.098695,0.0005
2.34538,-0.0731464,0.0005
2.40795,-0.0821833,0.0005
2.389,-0.0194261,0.0005
2.07761,-0.0388073,0.0005
2.33589,-0.0144331,0.0005
2.53116,-0.0268601,0.0005
2.34968,-0.056815,0.0005
2.02661,-0.023932,0.0005
2.98292,-0.0419608,0.0005
2.25977,-0.0422004,0.0005
2.62172,-0.0446259,0.0005
2.42168,-0.0889113,0.0005
2.85461,-0.080838,0.0005
2.61845,-0.00707897,0.0005
2.55361,-0.0880895,0.0005
2.23038,-0.00934935,0.0005
2.8514,-0.0418518,0.0005
2.5293,-0.0809791,0.0005
2.76382,-0.0361573,0.0005
2.72333,-0.0254349,0.0005
2.15565,-0.0232381,0.0005
2.42819,-0.00806933,0.0005
2.14759,-0.0478755,0.0005
2.41434,-0.0927064,0.0005
2.7876,-0.0984752,0.0005
2.22956,-0.0628802,0.0005
2.62415,-0.0296544,0.0005
2.61228,-0.0620705,0.0005
2.88545,-0.048647,0.0005
2.97004,-0.00407898,0.0005
2.15765,-0.051809,0.0005
2.31623,-0.0550973,0.0005
2.96578,-0.0446849,0.0005
2.83675,-0.0251758,0.0005
2.48734,-0.0214866,0.0005
2.87699,-0.0914379,0.0005
2.27594,-0.0123277,0.0005
2.11644,-0.0277264,0.0005
2.20886,-0.0264851,0.0005
2.63728,-0.0913918,0.0005
2.81394,-0.0914945,0.0005
2.22761,-0.0392619,0.0005
2.96322,-0.0591946,0.0005
2.34,-0.0596174,0.0005
2.14252,-0.0821295,0.0005
2.43071,-0.0537039,0.0005
2.79269,-0.069056,0.0005
2.60349,-0.0443187,0.0005
2.02519,-0.0874229,0.0005
2.97737,-0.0267057,0.0005
2.54748,-0.0806172,0.0005
2.16871,-0.0481122,0.0005
2.63045,-0.024128,0.0005
2.84759,-0.055011,0.0005
2.2424,-0.0115904,0.0005
2.2414,-0.0469054,0.0005
2.70666,-0.0984856,0.0005
2.75478,-0.0909599,0.0005
2.65738,-0.0622883,0.0005
2.67765,-0.0839455,0.0005
2.8709,-0.0102383,0.0005
2.97765,-0.0967834,0.0005
2.30605,-0.0912263,0.0005
2.82573,-0.0465972,0.0005
2.73394,-0.0915662,0.0005
2.01902,-0.0117293,0.0005
2.91285,-0.00423982,0.0005
2.93815,-0.0871522,0.0005
2.60797,-0.0420298,0.0005
2.61323,-0.0437563,0.0005
2.17231,-0.0892107,0.0005
2.8337,-0.0904238,0.0005
2.2854,-0.0590448,0.0005
2.80728,-0.056289,0.0005
2.22463,-0.0730024,0.0005
2.03459,-0.0483499,0.0005
2.24987,-0.0943301,0.0005
2.46063,-0.0980636,0.0005
2.4828,-0.0314508,0.0005
2.86435,-0.0779107,0.0005
2.64434,-0.0284827,0.0005
2.79148,-0.0574522,0.0005
2.64771,-0.0830117,0.0005
2.12007,-0.00099777,0.0005
2.49884,-0.0920646,0.0005
2.09048,-0.0888036,0.0005
2.82526,-0.0607007,0.0005
2.54042,-0.0976031,0.0005
2.74376,-0.0784989,0.0005
2.12376,-0.0481435,0.0005
2.62916,-0.0787711,0.0005
2.69176,-0.0192894,0.0005
2.65687,-0.0564568,0.0005
2.82536,-0.0189503,0.0005
2.11738,-0.0477891,0.0005
2.4526,-0.0594507,0.0005
2.97688,-0.0573836,0.0005
2.68904,-0.0956876,0.0005
2.16554,-0.0473454,0.0005
2.22762,-0.0456562,0.0005
2.50261,-0.021544,0.0005
2.43211,-0.0840302,0.0005
2.5575,-0.0663591,0.0005
2.08734,-0.0604143,0.0005
2.23824,-0.00440651,0.0005
2.82559,-0.0418616,0.0005
2.77004,-0.0280949,0.0005
2.22263,-0.0737588,0.0005
2.53121,-0.0217142,0.0005
2.79465,-0.0643402,0.0005
2.47738,-0.0719537,0.0005
2.43506,-0.0539815,0.0005
2.06471,-0.0853759,0.0005
2.70555,-0.0353344,0.0005
2.39658,-0.00739517,0.0005
2.56911,-0.0512738,0.0005
2.24234,-0.0966595,0.0005
2.99979,-0.0516057,0.0005
2.75732,-0.031521,0.0005
2.60406,-0.0416357,0.0005
2.06917,-0.0886924,0.0005
2.82138,-0.0836562,0.0005
2.9303,-0.0918905,0.0005
2.22929,-0.0185434,0.0005
2.93806,-0.0465003,0.0005
2.48092,-0.0923402,0.0005
2.12585,-0.0765803,0.0005
2.57857,-0.0822329,0.0005
2.85091,-0.0360655,0.0005
2.65839,-0.0259005,0.0005
2.25161,-0.00294112,0.0005
2.79558,-0.0581514,0.0005
2.41767,-0.00822319,0.0005
2.37157,-0.0247044,0.0005
2.58058,-0.0464847,0.0005
2.17898,-0.0585846,0.0005
2.49468,-0.0466059,0.0005
2.82483,-0.0892122,0.0005
2.17701,-0.027167,0.0005
2.63726,-0.0721106,0.0005
2.32617,-0.0538327,0.0005
2.01563,-0.0308107,0.0005
2.21527,-0.050598,0.0005
2.81996,-0.00324538,0.0005
2.19301,-0.0703297,0.0005
2.20371,-0.0385272,0.0005
2.36398,-0.0271643,0.0005
2.54669,-0.0433904,0.0005
2.91649,-0.00731109,0.0005
2.90841,-0.0601301,0.0005
2.061,-0.0133967,0.0005
2.42457,-0.050608,0.0005
2.37073,-0.0402712,0.0005
2.02111,-0.000628169,0.0005
2.97145,-0.0571218,0.0005
2.71818,-0.0702607,0.0005
2.7184,-0.0808305,0.0005
2.47879,-0.0334793,0.0005
2.52434,-0.0598032,0.0005
2.52488,-0.00538747,0.0005
2.1693,-0.00442701,0.0005
2.57633,-0.00756573,0.0005
2.6175,-0.0848075,0.0005
2.34549,-0.0107393,0.0005
2.55908,-0.0566297,0.0005
2.03545,-0.099771,0.0005
2.38677,-0.00871376,0.0005
2.09121,-0.0189262,0.0005
2.37605,-0.0967115,0.0005
2.84723,-0.00155036,0.0005
2.03157,-0.0411438,0.0005
2.5387,-0.00217274,0.0005
2.07685,-0.021822,0.0005
2.00425,-0.0314403,0.0005
2.53941,-0.0151437,0.0005
2.42396,-0.0174896,0.0005
2.21876,-0.0434914,0.0005
2.52739,-0.00607855,0.0005
2.86998,-0.0779048,0.0005
2.47421,-0.0148936,0.0005
2.77895,-0.00282262,0.0005
2.1416,-0.096616,0.0005
2.09165,-0.0497176,0.0005
2.16167,-0.0189456,0.0005
2.63121,-0.00580318,0.0005
2.7793,-0.0898834,0.0005
2.64816,-0.052492,0.0005
2.66773,-0.0360099,0.0005
2.97668,-0.0358271,0.0005
2.29131,-0.0516203,0.0005
2.80176,-0.0650615,0.0005
2.11341,-0.0904849,0.0005
2.32202,-0.0327423,0.0005
2.09519,-0.0840668,0.0005
2.42987,-0.0453607,0.0005
2.06439,-0.0760683,0.0005
2.80952,-0.045266,0.0005
2.02803,-0.0766594,0.0005
2.70434,-0.0148968,0.0005
2.45285,-0.0111604,0.0005
2.8263,-0.0187413,0.0005
2.9571,-0.0182284,0.0005
2.19568,-0.060388,0.0005
2.41853,-0.0203393,0.0005
2.69338,-0.0658839,0.0005
2.80693,-0.089086,0.0005
2.05581,-0.0747144,0.0005
2.13566,-0.0701698,0.0005
2.0942,-0.0428091,0.0005
2.46273,-0.0185611,0.0005
2.40532,-0.0620573,0.0005
2.87935,-0.0107028,0.0005
2.347,-0.0929882,0.0005
2.48409,-0.0668047,0.0005
2.99632,-0.0662183,0.0005
2.69044,-0.0517186,0.0005
2.53531,-0.0946109,0.0005
2.05534,-0.041189,0.0005
2.17528,-0.056405,0.0005
2.55726,-0.0889572,0.0005
2.36091,-0.0895798,0.0005
2.92496,-0.09972,0.0005
2.67622,-0.0604291,0.0005
2.768,-0.0305139,0.0005
2.94432,-0.0132762,0.0005
2.51281,-0.0988878,0.0005
2.04073,-0.0545546,0.0005
2.17344,-0.0281934,0.0005
2.73893,-0.0167402,0.0005
2.61662,-0.0187913,0.0005
2.48606,-0.0560395,0.0005
2.96564,-0.0364662,0.0005
2.30423,-0.00752814,0.0005
2.94223,-0.0674385,0.0005
2.75974,-0.0406203,0.0005
2.9716,-0.0222436,0.0005
2.2244,-0.095662,0.0005
2.44534,-0.0149233,0.0005
2.81279,-0.0591078,0.0005
2.21668,-0.0666304,0.0005
2.43039,-0.0346137,0.0005
2.17603,-0.0171695,0.0005
2.5143,-0.0520897,0.0005
2.0354,-0.0661031,0.0005
2.70266,-0.0134438,0.0005
2.9483,-0.00491191,0.0005
2.81981,-0.0578653,0.0005
2.89513,-0.044048,0.0005
2.8363,-0.0419129,0.0005
2.31583,-0.0534982,0.0005
2.97624,-0.0715493,0.0005
2.43809,-0.0338407,0.0005
2.4991,-0.0536575,0.0005
2.58858,-0.0639346,0.0005
2.81597,-0.0648735,0.0005
2.30452,-0.00242407,0.0005
2.19152,-0.0161817,0.0005
2.97003,-0.0642686,0.0005
2.81255,-0.0433102,0.0005
2.26434,-0.00419246,0.0005
2.228,-0.0298061,0.0005
2.96637,-0.0278638,0.0005
2.97521,-0.0481513,0.0005
2.99723,-0.0665066,0.0005
2.4281,-0.0523522,0.0005
2.78493,-0.0759806,0.0005
2.30146,-0.089476,0.0005
2.70407,-0.00977443,0.0005
2.51191,-0.0796065,0.0005
2.89646,-0.0486054,0.0005
2.47713,-0.00539039,0.0005
2.34784,-0.0294389,0.0005
2.2627,-0.039311,0.0005
2.77071,-0.0211486,0.0005
2.13365,-0.0176161,0.0005
2.75274,-0.0241395,0.0005
2.89411,-0.0476016,0.0005
2.47911,-0.0220129,0.0005
2.32784,-0.062375,0.0005
2.95691,-0.0255258,0.0005
2.82134,-0.094441,0.0005
2.09528,-0.0381234,0.0005
2.85557,-0.0964752,0.0005
2.44544,-0.0726479,0.0005
2.23422,-0.0296582,0.0005
2.97235,-0.0888694,0.0005
2.28284,-0.0927968,0.0005
2.61854,-0.0182042,0.0005
2.23562,-0.0839973,0.0005
2.31411,-0.067013,0.0005
2.16402,-0.0968704,0.0005
2.57302,-0.00282072,0.0005
2.66967,-0.0514196,0.0005
2.51276,-0.0829137,0.0005
2.61381,-0.0535211,0.0005
2.47816,-0.0211082,0.0005
2.63048,-0.0170629,0.0005
2.08917,-0.0338802,0.0005
2.34255,-0.0299115,0.0005
2.33129,-0.0311126,0.0005
2.46098,-0.00156544,0.0005
2.21981,-0.0891095,0.0005
2.57664,-0.0541684,0.0005
2.47449,-0.099633,0.0005
2.62836,-0.0352603,0.0005
2.22374,-0.0717228,0.0005
2.09714,-0.0476788,0.0005
2.17164,-0.00219139,0.0005
2.24982,-0.0406894,0.0005
2.52605,-0.041293,0.0005
2.44275,-0.0624036,0.0005
2.43033,-0.0363572,0.0005
2.00585,-0.0739036,0.0005
2.58005,-0.0876246,0.0005
2.6519,-0.0990032,0.0005
2.00349,-0.0288097,0.0005
2.62666,-0.0469203,0.0005
2.57867,-0.03895,0.0005
2.80572,-0.0990214,0.0005
2.08347,-0.0845794,0.0005
2.2543,-0.0839286,0.0005
2.53074,-0.0749727,0.0005
2.98202,-0.0903445,0.0005
2.54952,-0.068737,0.0005
2.66231,-0.00334132,0.0005
2.89242,-0.0188612,0.0005
2.78143,-0.0582383,0.0005
2.5752,-0.0934505,0.0005
2.26732,-0.0217462,0.0005
2.62471,-0.0619899,0.0005
2.7698,-0.0943061,0.0005
2.98795,-0.0036518,0.0005
2.66908,-0.0415148,0.0005
2.00554,-0.0974275,0.0005
2.33245,-0.0892333,0.0005
2.86722,-0.0675974,0.0005
2.2967,-0.000499708,0.0005
2.49934,-0.0202119,0.0005
2.35582,-0.0737496,0.0005
2.42115,-0.0108121,0.0005
2.77922,-0.00140409,0.0005
2.79094,-0.0909042,0.0005
2.04332,-0.0866627,0.0005
2.04241,-0.0499697,0.0005
2.81118,-0.0058275,0.0005
2.20538,-0.0483133,0.0005
2.67993,-0.0763721,0.0005
2.01917,-0.033367,0.0005
2.7714,-0.0949385,0.0005
2.68719,-0.012194,0.0005
2.73394,-0.00708303,0.0005
2.94826,-0.0349516,0.0005
2.79189,-0.0195882,0.0005
2.96955,-0.0491838,0.0005
2.65154,-0.0889911,0.0005
2.80097,-0.0301069,0.0005
2.46231,-0.024944,0.0005
2.31649,-0.0290528,0.0005
2.90887,-0.0504357,0.0005
2.25827,-0.0647299,0.0005
2.78389,-0.0280227,0.0005
2.11871,-0.0682527,0.0005
2.94214,-0.0130879,0.0005
2.08861,-0.0195516,0.0005
2.1569,-0.0836982,0.0005
2.70776,-0.0337121,0.0005
2.40104,-0.0572727,0.0005
2.37388,-0.087815,0.0005
2.51707,-0.0201682,0.0005
2.65416,-0.0750942,0.0005
2.44555,-0.0534992,0.0005
2.60618,-0.0979853,0.0005
2.41629,-0.0402662,0.0005
2.08883,-0.0922853,0.0005
2.96933,-0.00708078,0.0005
2.06123,-0.0162904,0.0005
2.18209,-0.0403395,0.0005
2.4326,-0.00778246,0.0005
2.0396,-0.0812692,0.0005
2.06947,-0.0776405,0.0005
2.18414,-0.0626813,0.0005
2.43629,-0.0983859,0.0005
2.30332,-0.0114085,0.0005
2.77924,-0.0809672,0.0005
2.83345,-0.0661521,0.0005
2.01734,-0.0790297,0.0005
2.58893,-0.0374295,0.0005
2.63091,-0.0244364,0.0005
2.20595,-0.0984569,0.0005
2.70394,-0.0865986,0.0005
2.36506,-0.0206586,0.0005
2.77681,-0.0328721,0.0005
2.4624,-0.0848285,0.0005
2.42635,-0.0384359,0.0005
2.56725,-0.0602898,0.0005
2.55261,-0.0656986,0.0005
2.39212,-0.0553591,0.0005
2.13096,-0.0949136,0.0005
2.87338,-0.097754,0.0005
2.29774,-0.000112186,0.0005
2.46902,-0.00916896,0.0005
2.97811,-0.0668868,0.0005
2.71173,-0.0269447,0.0005
2.41212,-0.0161674,0.0005
2.28696,-0.084964,0.0005
2.42991,-0.0650406,0.0005
2.73854,-0.0317642,0.0005
2.26009,-0.0312638,0.0005
2.00291,-0.0992918,0.0005
2.84219,-0.0279386,0.0005
2.15269,-0.0830287,0.0005
2.59033,-0.0218443,0.0005
2.1935,-0.0384427,0.0005
2.35167,-0.0370926,0.0005
2.02711,-0.0783574,0.0005
2.0774,-0.0953466,0.0005
2.63264,-0.00748275,0.0005
2.79967,-0.00340203,0.0005
2.80276,-0.037033,0.0005
2.67861,-0.0698534,0.0005
2.28121,-0.0814155,0.0005
2.42692,-0.0428845,0.0005
2.31553,-0.0210743,0.0005
2.29346,-0.0972007,0.0005
2.97545,-0.0821454,0.0005
2.3632,-0.08788,0.0005
2.32057,-0.0924945,0.0005
2.61269,-0.0427971,0.0005
2.62797,-0.0460853,0.0005
2.22412,-0.099611,0.0005
2.67603,-0.0714538,0.0005
2.09484,-0.0492007,0.0005
2.70313,-0.0675255,0.0005
2.64637,-0.072108,0.0005
2.72343,-0.0307124,0.0005
2.65147,-0.0606357,0.0005
2.94578,-0.0534077,0.0005
2.60538,-0.0247354,0.0005
2.48975,-0.00265945,0.0005
2.60214,-0.0267637,0.0005
2.82646,-0.0255533,0.0005
2.18911,-0.0882715,0.0005
2.4346,-0.0602599,0.0005
2.38789,-0.0616906,0.0005
2.80254,-0.0331317,0.0005
2.79298,-0.0140756,0.0005
2.54354,-0.00228127,0.0005
2.34844,-0.0194324,0.0005
2.37955,-0.0514764,0.0005
2.10371,-0.013278,0.0005
2.57645,-0.0514957,0.0005
2.14661,-0.0812536,0.0005
2.81551,-0.0198092,0.0005
2.85311,-0.0866275,0.0005
2.74419,-0.0548428,0.0005
2.56799,-0.0778726,0.0005
2.55147,-0.0858149,0.0005
2.82405,-0.0286475,0.0005
2.40597,-0.041606,0.0005
2.40718,-0.0659566,0.0005
2.9747,-0.0726016,0.0005
2.80952,-0.0917701,0.0005
2.96545,-0.0988231,0.0005
2.13966,-0.0430509,0.0005
2.95289,-0.0631173,0.0005
2.7017,-0.0368454,0.0005
2.47497,-0.0957829,0.0005
2.57892,-0.00222447,0.0005
2.61796,-0.0884002,0.0005
2.99828,-0.0868956,0.0005
2.64506,-0.0618101,0.0005
2.18244,-0.0504914,0.0005
2.612,-0.0464195,0.0005
2.90354,-0.0633057,0.0005
2.79468,-0.0478661,0.0005
2.67892,-0.0379419,0.0005
2.50648,-0.0586516,0.0005
2.62045,-0.099947,0.0005
2.41535,-0.00518261,0.0005
2.39799,-0.0296975,0.0005
2.68776,-0.00291265,0.0005
2.76289,-0.0990398,0.0005
2.5654,-0.0955843,0.0005
2.97448,-0.0566496,0.0005
2.47033,-0.0190303,0.0005
2.21555,-0.0578632,0.0005
2.37122,-0.0169689,0.0005
2.44708,-0.0251446,0.0005
2.34007,-0.0311431,0.0005
2.53694,-0.0803543,0.0005
2.8606,-0.0936483,0.0005
2.31395,-0.00802223,0.0005
2.75975,-0.0318064,0.0005
2.65867,-0.0402952,0.0005
2.82565,-0.0203689,0.0005
2.87168,-0.0121222,0.0005
2.76248,-0.0571471,0.0005
2.71427,-0.0808402,0.0005
2.51296,-0.0990761,0.0005
2.11237,-0.0555498,0.0005
2.59024,-0.02478,0.0005
2.43734,-0.0619329,0.0005
2.36555,-0.0950612,0.0005
2.68578,-0.00668629,0.0005
2.13653,-0.0756645,0.0005
2.41148,-0.00366048,0.0005
2.47873,-0.0530577,0.0005
2.68475,-0.0749374,0.0005
2.18835,-0.00086937,0.0005
2.94892,-0.0253704,0.0005
2.94705,-0.0337188,0.0005
2.45727,-0.0735319,0.0005
2.11981,-0.0343554,0.0005
2.0321,-0.0882283,0.0005
2.37602,-0.0813168,0.0005
2.67602,-0.073585,0.0005
2.2332,-0.036752,0.0005
2.15622,-0.00789004,0.0005
2.8791,-0.0929755,0.0005
2.84329,-0.0504267,0.0005
2.25969,-0.0599211,0.0005
2.50801,-0.0644105,0.0005
2.59478,-0.0873254,0.0005
2.39709,-0.0915441,0.0005
2.15385,-0.0881421,0.0005
2.53425,-0.0301118,0.0005
2.1846,-0.0040508,0.0005
2.33784,-0.0984217,0.0005
2.056,-0.00239264,0.0005
2.03011,-0.0425709,0.0005
2.6977,-0.0506933,0.0005
2.03432,-0.00811422,0.0005
2.10783,-0.0621857,0.0005
2.42665,-0.0670951,0.0005
2.21353,-0.091379,0.0005
2.63823,-0.0723389,0.0005
2.19599,-0.0503657,0.0005
2.62494,-0.0250248,0.0005
2.61311,-0.0258335,0.0005
2.95893,-0.0182172,0.0005
2.39881,-0.0377351,0.0005
2.99553,-0.0914515,0.0005
2.62319,-0.0154666,0.0005
2.72628,-0.00220795,0.0005
2.54466,-0.048977,0.0005
2.14565,-0.0964233,0.0005
2.65208,-0.00318697,0.0005
2.80474,-0.0363222,0.0005
2.75117,-0.0484956,0.0005
2.6436,-0.05258,0.0005
2.61211,-0.0909097,0.0005
2.7841,-0.00275917,0.0005
2.78286,-0.0793596,0.0005
2.74802,-0.0901917,0.0005
2.62282,-0.0588085,0.0005
2.2657,-0.0773392,0.0005
2.37061,-0.00269045,0.0005
2.8734,-0.099583,0.0005
2.41054,-0.078791,0.0005
2.84524,-0.0355442,0.0005
2.76303,-0.022513,0.0005
2.99938,-0.0143835,0.0005
2.32619,-0.020642,0.0005
2.05113,-0.00632994,0.0005
2.08452,-0.0286116,0.0005
2.94414,-0.0464003,0.0005
2.16115,-0.0576238,0.0005
2.29182,-0.00821586,0.0005
2.83788,-0.0392426,0.0005
2.65395,-0.0940455,0.0005
2.14465,-0.0875746,0.0005
2.39776,-0.0656508,0.0005
2.99711,-0.0889833,0.0005
2.64355,-0.00100348,0.0005
2.64818,-0.0709508,0.0005
2.51176,-0.00122152,0.0005
2.35654,-0.0871391,0.0005
2.09282,-0.00263922,0.0005
2.48771,-0.0913416,0.0005
2.86249,-0.0927885,0.0005
2.03473,-0.0726432,0.0005
2.66344,-0.0909,0.0005
2.64855,-0.0891873,0.0005
2.30694,-0.0889906,0.0005
2.48996,-0.0947335,0.0005
2.44933,-0.0943477,0.0005
2.16482,-0.0633467,0.0005
2.97766,-0.0592263,0.0005
2.11148,-0.0333586,0.0005
2.0533,-0.0552186,0.0005
2.53825,-0.082517,0.0005
2.01906,-0.0155145,0.0005
2.32141,-0.0547029,0.0005
2.64223,-0.0937443,0.0005
2.92714,-0.092908,0.0005
2.02196,-0.0242671,0.0005
2.28955,-0.0763874,0.0005
2.47466,-0.0515955,0.0005
2.09621,-0.0458716,0.0005
2.45981,-0.0464371,0.0005
2.93608,-0.095982,0.0005
2.62485,-0.0154301,0.0005
2.08735,-0.012866,0.0005
2.83986,-0.0406687,0.0005
2.64986,-0.0581485,0.0005
2.75699,-0.0957411,0.0005
2.89903,-0.0960748,0.0005
2.24866,-0.0235352,0.0005
2.33935,-0.0449038,0.0005
2.19281,-0.053148,0.0005
2.80845,-0.0149504,0.0005
2.72003,-0.0593403,0.0005
2.98301,-0.0036991,0.0005
2.98552,-0.0290039,0.0005
2.64535,-0.0158582,0.0005
2.73045,-0.018897,0.0005
2.14248,-0.0824667,0.0005
2.58834,-0.036673,0.0005
2.4416,-0.0437575,0.0005
2.12855,-0.0251591,0.0005
2.54547,-0.0736499,0.0005
2.80695,-0.0419665,0.0005
2.2608,-0.0626138,0.0005
2.12282,-0.00360023,0.0005
2.7499,-0.00585463,0.0005
2.45763,-0.0403419,0.0005
2.72716,-0.0351694,0.0005
2.41462,-0.0853259,0.0005
2.60725,-0.0281635,0.0005
2.59184,-0.0610057,0.0005
2.43486,-0.0284214,0.0005
2.60855,-0.00806196,0.0005
2.64093,-0.0622892,0.0005
2.15083,-0.00477819,0.0005
2.29684,-0.0581566,0.0005
2.60394,-0.0446539,0.0005
2.92237,-0.0573352,0.0005
2.6231,-0.0365544,0.0005
2.7699,-0.0744482,0.0005
2.2127,-0.0678049,0.0005
2.68811,-0.0846889,0.0005
2.05508,-0.0102305,0.0005
2.39291,-0.0610205,0.0005
2.45097,-0.0738329,0.0005
2.02735,-0.0440978,0.0005
2.31182,-0.0611371,0.0005
2.39622,-0.0187622,0.0005
2.24291,-0.0195953,0.0005
2.88476,-0.0684565,0.0005
2.14891,-0.0849319,0.0005
2.65514,-0.0820025,0.0005
